hospital,content
╝┌░▀ий┤╡д·┬х╢Eй╥,"д╡д╤мO▓─nж╕ж^╢Eб]ж]м░д╙│gжYд·оMд@к╜нnнл┬H
└╣д·оMмOе┐жб║битн╙ды_
┐╜┬хе═пuк║л▄ж│н@д▀_
еBз▐│Nд]дQд└╝Fо`д╬▓╙д▀ е╪лeм░дюд·╛ж│геuж│╗─к║╖P─▒иSж│╡h╖P
дUн╙дынnе┤░й░vдFбK"
╝┌░▀ий┤╡д·┬х╢Eй╥,12/14 д╡д╤┬HдWдU┴Bе┐╛╣дFбAдS▒o╢}йl╛A└│дг╖|жYкFжшк║з┌дFбA╢у╢у╢у╢убAжAигдFз┌к║м№н╣бAм░дFз┌к║д·╛ж░╖▒d╡█╖QбA╡ез┌╛A└│лсжAжnжnи╔е╬зAн╠зaбI╝K╝K
╝┌░▀ий┤╡д·┬х╢Eй╥,л▄│▀┼w┐╜┬хоv╕Є┼@дhбA│гл▄ж│н@д▀│нз┌е╬з╣д·╛жбAз┌░▌├Dл▄жhд]дг╗бдгдF╕╤з┌кмкp│нз┌е╬иьжnбAпuк║╢W┤╬к║жaдшбIжpкGз┌дkирд]╗▌нnк║о╔н╘д@йw▒aжoи╙│o╕╠м▌бZ
╝┌░▀ий┤╡д·┬х╢Eй╥,┴┬┴┬┐╜┬хоv╣ядw┴Bе┐з╣▓жк║з┌бAи╠┬┬йw┤┴л▄ж│н@д▀бB▓╙д▀жw▒╞м▌╢E╗P░▌╢EбC
╝┌░▀ий┤╡д·┬х╢Eй╥,"д╡д╤░╡┴Bе┐к║й▐д·
┐╜┬хе═з▐│Nпuк║л▄жnбAж]м░е╗инл▄й╚е┤░wбAдзлeж│жbифежд·┬х╢Eй╥й▐╣Lд·бAй╥еH╣яе┤│┬├─лD▒`о`й╚бAж¤д╡д╤┐╜┬хе═е┤│┬├─╕Єй▐д·╣L╡{з╣е■дг╖|╡hбAиCн╙░╩з@│г╖|╕▀░▌мOз_ж│дг╡╬кAк║жaдшбAпuк║┼¤дHл▄жwд▀бA│sкBд═╗бл▄╡hк║░й░v│гз╣е■иS╖P─▒бAе╪лe│┬├─░hдFд]иSж│дг╛A│сбGб^"
╝┌░▀ий┤╡д·┬х╢Eй╥,итн╙┬злЇлeеh╕╦дFдW▒╞┴Bе┐╛╣бAе╗ин║бй╚╡hк║бAж¤╕╦к║╣L╡{╡LеЇжєдг╛AбC╕╦з╣╖|─▒▒o╝Lд┌ж│▓зкл╖PбAж¤д@╢g┤N▓▀║DдFбAлe┤Xд╤д·╛ж╖|╗─╗─│n│nк║бAдё╕√дгпржYд╙╡wк║кFжшбC╛у┼щк║╖P─▒л▄жnбAл▄▒└┬╦к║д·┬х╢Eй╥бZ
╝┌░▀ий┤╡д·┬х╢Eй╥,"└╣д·оMж▄д╡д@н╙дыекеkбA│гиSеЇжєдг╛AбAд╡д╤й▐д·е┤░й░vбA░гдF╡е│┬├─бAифеLдгиьдTд└─┴┤N╖dйwдFбAе■╡{╡L╡hбAеuж│е┤│┬├─┤бд╙▓`╡y╖Lд@┬I┬Iиы╡hбAиф╛l│г╡L╖PбI
н╚▒o▒└┬╦к║д·┬хбZбZбZ"
╝┌░▀ий┤╡д·┬х╢Eй╥,й▐з╣д@ж╕екдU┤╝╛жлсбA┬хе═┴┘╗бй▐д·зфеLбAдзлсз┌┤Nжbд]▒╛дгиь╕╣дFбAе├╗╖║ббHбHбH
╝┌░▀ий┤╡д·┬х╢Eй╥,"╢}йl└╣д·оM2н╙┬злЇдFбA░гдFд@╢}йlк║дг╛A└│к║╗─╗─╖P
иьлсн▒▓▀║D┤NиSж│д░╗Є▓з▒`бAжY╢║д]пре┐▒`жaжY
╢Eй╥╕╠к║┬хе═йM┼@дh│гл▄▒M╖~╕Є╝Ўд▀
дг╖|┼¤дHж│║Є▒iо`й╚к║╖P─▒
┤┴л▌дTйPлсж^╢Eй▐д·╗Pе┤░й░v"
╝┌░▀ий┤╡д·┬х╢Eй╥,▓─д@ж╕╢iдJ╝┌░▀ий┤╡┤N┼¤дH╖P─▒л▄йё├PбA┬хе═╕Є┼@дhд]│гл▄ж│н@д▀к║╕╤╡кеЇжє░▌├DбA└╣д·оMитн╙┬злЇдFбAеuж│лe┤Xд╤╗─╗─к║╖P─▒бA┴┘мOеiеHжYкFжшбA╕╦д·оMк║╖эдUз┌з╣е■иS╖P─▒бAпuк║мOд@╢бл▄┤╬к║╢Eй╥бZ
╝┌░▀ий┤╡д·┬х╢Eй╥,"ог─▀│гмOж█дv╖Q╣│еXи╙к║бA╣ъ╗┌┼щ┼че┤░й░vпuк║дг╖|╡hжn╝Fо`__
ж╙еBиS╖Qиь╣L╡{и││tжa┤Nз╣жидF!╖эдUк║║Є▒i╖|└■╢б┤Nйё├PбA
дё╕√┼х│Yк║мOбA╣jд╤░_з╔│┬╛K░hдFд]дг╖|╖Pиьдг╛AбAе┐▒`╢╝н╣бA╣яе┤░й░vк║м▌кk╖|зя┼▄__
*┬хоv╕Є┼@дhм█╖э╖|╡╬╜wоЁк^бAж│е[д└:)"
╝┌░▀ий┤╡д·┬х╢Eй╥,бm╢}йl╛уд·бn╕╦дFдW▒╞┴Bе┐╛╣бCд@╢}йl║бо`й╚░╡к║╣L╡{╖|пk╡hк║бAпuе┐░╡к║о╔н╘╡o▓{иф╣ъдг╖|бA░╡з╣лсд]иSд░╗Єдг╛AбAеuмO╖P─▒д·╛ждW╕╦дFж│╡w╡wк║кFжшдг▓▀║DбA╣LдFг╕д╤лс╢}йlж│и╟╗─│nк║╖P─▒бAдг╣L┴┘мOеiеHз╘и№к║и║║╪кмкpбCж▄йєжYкFжшбAжhмOжY╡}╢║бAд]дг┤▒жYд╙╡wк║кFжшбA║╔╢q▒NкFжш░┼к║дp╢Їдё╕√оeйЎжYбC┤┴л▌д·╛жпр╢Vи╙╢V║}лG_
╝┌░▀ий┤╡д·┬х╢Eй╥,"д╡д╤╕╦""дW▒╞┴Bе┐╛╣""бAжb╣L╡{дд╡╣┐╜┬хе═еHд╬д·зUд└зOз╣жибA╣L╡{ддеLн╠│гл▄┐╦д┴╕Єз┌╗биCд@н╙иB╞JбCе╪лeеuж│нш└╣┴Bе┐╛╣к║""▓зкл╖P""бAиSж│пSзOк║дг╛A╖PбCдзлс╡е2╢gлсж^╢E╜╨д·зU▒╨з┌жpжєи╧е╬▓M╝ф╛╣иуд╬мdм▌┴Bе┐кмкpбC"
╝┌░▀ий┤╡д·┬х╢Eй╥,▓─дGж╕еh┤л╜uбA┼@дhдpйj┤N░eз┌д@░яиъд·дuиубA┴┘╢Kд▀к║┤г┐Їз┌иCд╤нnе╬д·╜uнчд·бAж]м░ен▒`иSжbк`нлнчд·│oдшн▒бA│oдUз┌╖|зєпSзOк`╖NдF~
╝┌░▀ий┤╡д·┬х╢Eй╥,"з┌к║┴Їз╬┴Bе┐╢}йlк║▓─д@╢емqбAн║е¤┤NмOнnй▐е|┴√д·╛жбAжbз┌к║жL╢H╕╠й▐д·┤NмOлD▒`╝╔дOк║зтд·╛жй▐░_и╙бAеuнn╖Q╣│и║н╙╡eн▒╖P─▒┤NмO╖|лD▒`╡hбIбIбI
ж¤мOбAк╜иь▓{жbдw╕gй▐з╣е|┴√д·╛жбAпuк║жbй▐д·к║╣L╡{дд│гиSж│дг╛A╖PбAй▐иьлсн▒итж╕м╞ж▄д·й▐з╣дFз┌┴┘дгк╛╣D__ж]м░пuк║│sд@┬I┬I╖P─▒│гиSж│░┌~~~~~~
й▐з╣е|┴√к║д▀▒o┴┘е]зtдFй▐д·лeд└ж╕дW│┬├─к║╣L╡{дд░╕║╕╖|ж│┤Xмэ╖|ж│и╟│\к║иы╡hбAж¤мOз╣е■мOеiеHз╘и№╜d│ЄбA┴┘ж│┤NмOдё░_й▐д·бAз┌дё╕√╛сд▀к║мOжb│┬├─░h▒╝дзлск║╢╦дf╖|дг╖|л▄дг╡╬кA╖|л▄╡hй╬жYкFжшл▄дг╡╬кAдз├■к║бAж¤жbиCж╕й▐з╣│┬├─░h▒╝дзлсд]з╣е■иSж│еЇжєдг╡╬кAк║╖P─▒__бA╖э╡Mлe┤ги─и─жaжbй▐з╣лсдгжYд╙┐SйMд╙╗╢к║иы┐Eн╣кл~~ й▐е|┴√д·жие\бI┴┬┴┬┐╜┬хоvйM┼@дh____"
╝┌░▀ий┤╡д·┬х╢Eй╥,еh╣LифеLоaд·┬х╢Eй╥бA│oоaк║┼@дhпuк║мO╢Wп┼┐╦д┴к║░╒бZбA┐╜┬хе═к║▒M╖~д]мOиS╕▄╗ббAдг║▐е┤░й░v┴┘мOй▐д·бAз╣е■│гиSж│╖P─▒бA┤N║т│┬╛K░hдFдзлсд]иS╖P─▒бAеiеHе┐▒`╢╝н╣бA╕Єз┌ифеLоa┴Bе┐к║кBд═н╠дёбAз┌─▒▒oз┌жnйп╣BлвлвлвбZ
╝┌░▀ий┤╡д·┬х╢Eй╥,└╣з╣д·оMеuж│лeдTд╤ж│╖L╗─╖PбAлси╙д·╛ж┤NлD▒`╛A└│бAлс─Єд]еiеHжYдё╕√╡wк║кFжшбCд╡д╤ж^╢E┤л╜uбA┴┘╡╣дFл▄жhдгжPе\прк║д·иъд╬▓M╝фе╬л~бAпuк║л▄╢Kд▀бA│o╝╦з┌н╠д]дге╬╖╨╕гд░╗Є╝╦к║д·иъй╬мOе╬л~д~мO╣яз┌н╠│╠жnбA┼@дhд]л▄ж│н@д▀бB▓╙д▀к║┴┐╕╤жpжєиъд·д╬е▄╜dбAеiеH┼¤з┌н╠зєдF╕╤▓M╝фдWк║╞[й└д╬дшкkбC
╝┌░▀ий┤╡д·┬х╢Eй╥,"┴Bе┐иь▓{жbдTн╙дыдF
нш╢}йlе┤екеk░й░vк║о╔н╘з╣е■дг╖|╡h
иь▓{жbдTн╙ды┤┴╢ббAд·╛жк║╡h╖Pз┌╡╣20д└ж╙дw
й╚╡hк║дHо┌е╗дге╬╛сд▀"
╝┌░▀ий┤╡д·┬х╢Eй╥,"з┌╗{м░мOз┌д▀дд│╠жnк║╢Eй╥
┐╜┬хоvлD▒`▓╙д▀╕Є▒M╖~
┴Bе┐иь▓{жbз╣е■иSж│╡h╣L
▒aдFитж~еb▓╫йєз╓нnиьдFз└┴n
д]╖Qзi╢Dдjоa
░й░v.й▐д·.┴Bе┐
пuк║иSж│и║╗Єогй╞
┴Ў╡M┴Bе┐к║╣L╡{ж│╗─иьдгжцк║о╔н╘
┴┘ж│жn╖QжYм╡┬√.йUзгн╣клк║╣┌╖Q..
ж¤д@д┴пuк║╢Wп┼н╚▒o"
╝┌░▀ий┤╡д·┬х╢Eй╥,"┴┬┴┬▒M╖~к║┬хе═┼@дh
жpкGж│╗▌нn┴Bе┐к║кBд═з┌╡┤╣ядн┴√мPк║▒└┬╦о@"
╝┌░▀ий┤╡д·┬х╢Eй╥,"▓─д@ж╕жм╢░╕ъо╞╢}йlиь▓{жb▓╫йє╕╦дW┴Bе┐╛╣
╢Eй╥┐╜┬хоvйM┼@▓zоv│глD▒`▒M╖~д╬ж│▓╙д▀йMн@д▀
╕╦дWдW▒╞┴Bе┐╛╣дг╛A╖Pд]иS╖Q╣│ддк║еiй╚
жYкFжшлсд]╖|зєеJ▓╙иъд·
┤┴л▌дUж╕ж^╢E!"
╝┌░▀ий┤╡д·┬х╢Eй╥,з┌нье╗д·оMжbзOоa└╣├aдF бA и╙│o╕╠зф ┐╜┬хе═ м@▒╧з┌ бIжbд╡ж~ 2ды╢}йl└╣ е╪лeдw╕gеbж~дF бAдUд┌д║┴Yк║░▌├D ┴┘ж│┴yлм й·┼у┼▄к║дё╕√жnдF_ л▄┤┴л▌▒─▒╝д·оMлсбCд·┬хд@йwнn╖V┐я дг╡M┴┘нn▒q╖sи╙╣Lл▄│┬╖╨к║бA┴┘ж│┐╜┬хе═е┤░й░vз╣е■дг╡h ╣ъжbмO╢W▒jк║ бI▒└┬╦бI
╝┌░▀ий┤╡д·┬х╢Eй╥,"пuк║л▄▒└┬╦╖Qнn┴Bе┐к║дHеiеH┐я╛▄╝┌░▀ий┤╡
┐╜┬хе═з▐│Nл▄жnбAдHдS╖┼мX
й▐д·е┤░й░v│гл▄лW╕ибAдг╖|╡hмOнл┬IбI
лс─Є┴┘╖|ж│┼@дhдpйjи╙╣q├Ўд▀
пuк║л▄╢Kд▀йOбIбZ"
╝┌░▀ий┤╡д·┬х╢Eй╥,"┴Bе┐иь▓{жbдTж~
┴┬┴┬┐╜┬хе═┼¤з┌зєж│ж█лH
╕╤иMз┌д@к╜еHи╙лrжXдге┐еHд╬╝╔д·╡е╖╨┤o"
╝┌░▀ий┤╡д·┬х╢Eй╥,"╝┌░▀ий┤╡пuк║мOкA░╚║бд└к║д@оa╢Eй╥
╢W▒└_"
╝┌░▀ий┤╡д·┬х╢Eй╥,"д╡д╤з┌иь┐╜┬хоv╢Eй╥┤╙д·бA▒a╡█д@┴√звйVк║д▀бAж]м░з┌╖ей╚╡hб]63╖│б^бAд@к╜╕▀░▌┐╜┬хоvкv└°╣L╡{╖|╡h╢▄бH┐╜┬хоv╗бдг╖|к║бAкv└°╣L╡{дджpкG╖|пk╡hк║╕▄нn╗б│с_
н№нЄ║Є▒iдд30д└╣LдFбA╝K╝Kпuк║дг╡hбAд╙╢}д▀дFбI
╕Єз┌еHлeмO░╡йTйw░▓д·╖P─▒пuмOоtд╙жhдFбA
┴┬┴┬_л╙оЁк║┐╜┬хоvбAз▐│NпuдгмO╗\к║бI"
╝┌░▀ий┤╡д·┬х╢Eй╥,▒q6дый│м▌╢Eиь▓{жb└╣д·оMбA┬хе═╕Є┼@дhдH│гл▄жnл▄╢Kд▀бAж│о╔н╘дHдё╕√жhбA╡едё╕√д[бAж¤д]┴┘жnбA▓─в░ж╕└╣д·оM─▒▒o░гдF┴┐╕▄╣│зt║▒│Jд@╝╦бA╖L╗─╖PбAифеL│гл▄жn
╝┌░▀ий┤╡д·┬х╢Eй╥,▓─д@ж╕еh╝┌░▀ий┤╡┐╘╕▀д·оMо╔─▒▒o╢Eй╥└Ї╣╥л▄┼¤дHйё├Pз┌м╞ж▄┴┘зджbи║оt┬I║╬╡█бZ
╝┌░▀ий┤╡д·┬х╢Eй╥,┼@дhйM┬d┬iдpйjдH│гл▄niceж╙еBжn╖┼мX│щбZж│║╪ж█дvмOдpкBд═и╙м▌д·╛жк║╖P─▒лвлвбZбZ
╝┌░▀ий┤╡д·┬х╢Eй╥,┐╜┬хе═дHд]л▄жn┴┘╖|д@к╜├Ўд▀пf▒w┴┐п║╕▄┼¤дHйё├P!!лси╙иMйw┤Nец╡╣┐╜┬хе═┤└з┌м@▒╧з┌к║д·╛жбZ
╝┌░▀ий┤╡д·┬х╢Eй╥,└╣дWеhз╣е■иSж│дг╡╬кAд]дг╖|╣│кBд═╗бнш└╣л▄╡hд░╗Єк║!╝┌░▀ий┤╡╢Eй╥┴┘л▄╢Kд▀╢╟┬▓░T├Ўд▀д·╛жкмкp!
╝┌░▀ий┤╡д·┬х╢Eй╥,еHлeл▄й╚м▌д·┬х▓{жbз╣е■дг╖|дFд╧ж╙л▄┤┴л▌еhзф┐╜┬хе═м▌м▌з┌к║д·╛жж│иSж│д░╗Є┼▄д╞лвлв
╝┌░▀ий┤╡д·┬х╢Eй╥,з┌д~└╣дгиьитн╙┬злЇ┤Nдw╕g┤┴л▌йюд·оMк║и║д╤дFбZ
╝┌░▀ий┤╡д·┬х╢Eй╥,"▓─д@ж╕╣wм∙пuк║╡едFл▄д[
┴Bе┐иье╪лeм░дюз╓итж~
кс╢Oк║о╔╢б╕Єкў┐·"
╝┌░▀ий┤╡д·┬х╢Eй╥,"дQ
д└
н╚
▒o"
╝┌░▀ий┤╡д·┬х╢Eй╥,└╣дWд·оMлск║лeитд╤бA╖P─▒┤NмO▒qбu╖L╖L│┬│┬бvк║╖P─▒д@к╜иьбu╗─╗─│n│nбvк║╖P─▒бAж¤╛у┼щж╙иебA╗PкBд═м█дёбAз┌┴┘║тмOеiеHе┐▒`жYкFжшк║бAеuмOжYк║│tл╫дё╕√╜w║CдF┬IбCиьдF▓─дTд╤бAи║║╪╗─╗─│n│nк║╖P─▒┤Nдё╕√иSж│дFбA┤┴л▌дUж╕ж^╢Eк║╢iд@иB╢E└°бC│o╝╦к║╢}йlбA┼¤з┌зєйёд▀╡╣│o├фк║┬хе═░╡┴Bе┐бZ
╝┌░▀ий┤╡д·┬х╢Eй╥,"д╡д╤мO┴Bе┐д·╛жк║дщдl
д@к╜│Bйє║Є▒iк║з┌
╖эжмиь┴Їз╬д·оMо╔╖P─▒╣││zй·░▓д·
└╣дWеhлс┤N╖P─▒║Є║Єк║
иSифеLк║дF
╕Є╖Q╣│ддк║дгд╙д@╝╦
┴┘╞ZеiеH▒╡и№к║"
╝┌░▀ий┤╡д·┬х╢Eй╥,"дU┬злЇмOй▐д·╕Єе╬░й░v
┐╜┬хе═жn╣│м▌▒oеXи╙з┌║Є▒iдF ╕Єз┌╗беLе╬╡┤╣ядг╖|╡h дU┬злЇжb┤ж╛хзa ┤┴л▌бKдSй╚и№╢╦о`"
╝┌░▀ий┤╡д·┬х╢Eй╥,┴Bе┐╛╣дw╕g▒aитн╙дыдFбAиCд@ж╕к║ж^╢E│гмO┤┴л▌╡█дUд@иB┼¤д·╛жзє║}лGбA┼@дhн╠йM┬хоvпuк║│гл▄┐╦д┴бA┼¤з┌─▒▒oл▄йё├PбC
╝┌░▀ий┤╡д·┬х╢Eй╥,▓{жb╣яйє└╣д·оM─▒▒o╢Vи╙╢V▓▀║DдFбAд]л▄┤┴л▌иCж╕еhд·┬хм▌┴Bе┐к║╢iл╫бAм▌иь╢Vи╙╢V╛у╗Ї┤Nжn╢}д▀бC
╝┌░▀ий┤╡д·┬х╢Eй╥,"5/26(дн)▓─д@ж╕е¤дWдW▒╞┴Bе┐╛╣бA╛ун╙╣L╡{│глD▒`╡╬╛AбA╖P─▒└Hо╔│м▓┤┤NеiеH║╬╡█дF_ ┐╜┬хе═д]ж│┼ёйJз┌│oитн╙мP┤┴еiпр╖|л▄оeйЎ▒╝бAеsз┌░╩з@нn╜w║C┬IбA┴┘╝╥ещ╛Ё├i╡╣з┌м▌бAлвлвлвпuк║л▄л╒└qбZбZбZ
ж¤з┌е╪лeм░дю┴┘иS▒╝╣LбA╖эд╤▒▀дWж^еh┤NдjжYбAд╡д╤┴┘жYдFп▄е╓┬√▒╞бA┴Ў╡Mк∙д·ж│┬Iлrдгд╙░╩бAе╬дOк║╕▄╖|ж│┬I╡m│n╖PбAен▒`дгеh░╩иьежк║╕▄мOз╣е■иSж│╖P─▒к║бAз╞▒цеiеH╝╡иьдUж╕ж^╢E│гдг╖|▒╝бZ
ж▄йє▓▀║D┴Bе┐╛╣│oдшн▒бA▓─д@д╤─▒▒o║Є║Єк║╞Z╖sй_к║бAж¤╖эд╤▒▀дW┤N─▒▒o▓зкл╖Pл▄нлбAл▄╖Q░идWзтежй▐▒╝бAж¤╝╡╣L▓─д@д╤лсбA▓─дGд╤╢}йl┤N╞Z▓▀║Dк║бAиьд╡д╤дw╕gз╓еiеH╡L╡°еждFбAд╧ж╙ж│┬I│▀┼w┴Bе┐╛╣жbд·╛ждWк║╖P─▒бZ"
╝┌░▀ий┤╡д·┬х╢Eй╥,"д╡д╤ж^еhй▐д·е┤░й░vбA
е┤│┬╛Kк║о╔н╘о┌е╗дг╖|╡h░┌!!
жbй▐к║╣L╡{дд┬хе═┴┘╖|дг┬_к║├Ўд▀╖|дг╖|╡hбA
й▐д·╕Єе┤░й░vк║│tл╫д]л▄з╓бC"
╝┌░▀ий┤╡д·┬х╢Eй╥,┐╜┬хоvз▐│Nпuк║л▄жn ┐╦ин┼щ┼чй▐д·е┤░й░vпuк║з╣е■дг╖|╡h ┼@дhд]│глD▒`к║┐╦д┴ !!!
╝┌░▀ий┤╡д·┬х╢Eй╥,е╪лeдw╕g┴Bе┐8н╙дыдFбAй▐дFит┴√д·е┤дFдTж╕░й░vбAнье╗еHм░й▐д·╖|л▄╡h..╡▓кGй▐к║о╔н╘з╣е■иS╖P─▒бAпuк║─▒▒o┐╜┬хе═л▄╝Fо`бA│╠о`й╚к║░й░vд]з╣е■дг╖|╡h~┼@дh┬хе═│гл▄▓╙д▀бZ
╝┌░▀ий┤╡д·┬х╢Eй╥,"з╤░Oж█дv┴Bе┐жhд[дF...
иCж╕ж^╢E┬хе═╕Є┼@дh│гл▄┐╦д┴еB├Ўд▀╢iл╫
еuж│ж^╢Eлсй╘з╣╛єе╓╡мй╬мO┤л╖s╜u╖|╡m│nн╙┤Xд╤
(л▄│▀┼w│o║╪╗─│n╖PXDDDDD)
ифеLм╞╗Єе┤░й░vбBй▐д·бBе┤│┬╛K╖|╡h?
з┌жb│o╕╠мOиS╣J╣Lй╘~"
╝┌░▀ий┤╡д·┬х╢Eй╥,"й▐д·│tл╫з╓бAиSж│╖P─▒┤Nй▐з╣дFбC
д·оM└╣дFд@н╙жhдыдFбAд]иSж│╖P─▒иьеЇжєдг╡╬кAбZ"
╝┌░▀ий┤╡д·┬х╢Eй╥,"мQд╤▓─д@д╤нш╕╦д·оMиSж│╡hк║╖P─▒
┬хе═┼@дhд]л▄┐╦д┴"
╝┌░▀ий┤╡д·┬х╢Eй╥,│┬╛Kй▐д·╕Є░й░vпuк║│гдг╡h!!!!!!
╝┌░▀ий┤╡д·┬х╢Eй╥,"└Ї╣╥еOдHйё├PбC
д·оM╣L╡{ддиSж│д╙жhк║дг╛A╖PбC"
╝┌░▀ий┤╡д·┬х╢Eй╥,"┐╜┬хоv
пuк║л▄┤╬бAз┌д]жb│o┴Bе┐д@ж~жhдFбAз┌оaдH│г╗бз┌лeлс╣│мOитн╙дHбAз╣е■м▌дгеXз┌еHлeж│╝╔д·бC"
╝┌░▀ий┤╡д·┬х╢Eй╥,"└╣д·оMд@ж~дS7н╙дыбA╖Qнn╡╣зVдOк║╝┌░▀ий┤╡д@и╟ж^їXбZбZбZбG
1бB└Ї╣╥╡╬╛AбG
╣ядUпZдзлс╖QнnжnжnеЁозк║дHж╙иебAд·┬х╢Eй╥к║└Ї╣╥╕g└чдQд└нлнnбC"
╝┌░▀ий┤╡д·┬х╢Eй╥,"2бBд·зUдpйjн╠кA░╚╢gиьбB▒M╖~бG
пu╕█├Ўд▀зAк║д·╛жбB╡hдг╡hбBж^оaлсж│иSж│дг╡╬кAбAдг╖|─▒▒oжoмOм░дFдuз@ж╙├Ўд▀зAбAдё╕√╣│мO╖Q╕ЄзAз@кBд═бA│o┬I┼¤з┌лD▒`лD▒`к║│▀┼wбZ"
╝┌░▀ий┤╡д·┬х╢Eй╥,"3бB▒╡и№кA░╚лск║пf▒wж^їXиюл╫бG
зAиCж╕│геiеHе╬дгд╜╢}к║дшжбкэе▄бu║б╖Nбvй╬бuдг║б╖NбvбA┼¤пf▒wкэ╣F╖QкkбAмO╢iиBк║├Ў┴фбAд]┼¤з┌н╠╖P─▒│Qнл╡°бC"
╝┌░▀ий┤╡д·┬х╢Eй╥,"4бB╡L╡hй▐д·бBе┤░й░vбG
й▐д·бBе┤░й░v┼е░_и╙┤Nл▄огй╞дFбA╡h╣Lд@ж╕зAдj╖з│г╖|ж││▒╝vбAж¤ж▄д╡з┌д]й▐дFдWдU▒╞ж@е|┴√бAе┤░й░v╡L╝╞ж╕б]зtит┴√дHдд░й░vб^д]иS╡h╣LбA┬хе═╗ббGбuз┌д]л▄й╚зA╡hбIбv░їжцо╔оце~╖┼мXбBдpд▀бI"
╝┌░▀ий┤╡д·┬х╢Eй╥,"5бBж^╢Eлe┬▓░T┤г┐ЇбBж^╢Eлс╣q╕▄├Ўд▀бG
░╖з╤дге╬й╚бBйt│цдг╖|и╙бC"
╝┌░▀ий┤╡д·┬х╢Eй╥,"6бBз┌к║еDкv┬хоvб]┐╜┬хоvб^ж│░▌е▓╡кбB┐╦дO┐╦м░бG
иSжbй╚з┌░▌─°░▌├Dд]▒qиSм░дF╗░о╔╢б┼¤з┌ж│н■ж╕игдгиьн▒к║бAз┌к║╢iл╫д@дт┤x┤дбC"
╝┌░▀ий┤╡д·┬х╢Eй╥,"7бBеDкv┬хоvб]┐╜┬хоvб^к║ж█лHбG
┬хе═│гиSж│зт┤дзAдщлс╖|┼▄лч╝╦бAд@ж╕д@ж╕┴Bе┐к║дг╡╬кAзAлч╗Є╖|─@╖Nз╘бH┬хоv╣яеLк║▒M╖~ж│лHд▀бAз┌к║┴Bе┐д~еR║бз╞▒цбZ"
╝┌░▀ий┤╡д·┬х╢Eй╥,"│╠лсз┌нn┴nй·
│oдгмO╖~░tдх
еuмOз┌┼o╢█дзе~
д]─▒▒o╖P┴┬нn▒M╖~"
╝┌░▀ий┤╡д·┬х╢Eй╥,мJ╡M╝┌░▀ий┤╡жn┤Nдг╖T┴┐дгиу┼щбZбZбZ
╝┌░▀ий┤╡д·┬х╢Eй╥,д╡д╤еh░╡й▐д·╕Єе┤░й░vбA┼@дhйM┬хе═│гл▄еJ▓╙бB▓╙д▀бA┼@дh╖|йMзA▓сд╤╡╬╜wд▀▒ббA┬хе═д]╖|░╡жn╖╟│╞бA╜T╗{жnпfдHк║км║Aд~╢}йlе┤░й░vйMй▐д· бA╣L╡{д@┬I│гдг╖|╡h│с бZ
╝┌░▀ий┤╡д·┬х╢Eй╥,"з┌╕╦д·оMдw╕gеbж~дF
│╠кёдё╕√▒`╣Jиьк║░▌├D┤NмO
╜u╖|д@к╜╢]▒╝бA┴┘ж│д·оM▒╝дF
│o│г┼¤з┌─▒▒oл▄зx┬Z
│╠кёе╬дF╣╘░к
┼¤з┌жYкFжш┼▄▒oжnдгдшлK
ж╙еBд]╞Z╡hк║
дг╣LиCж╕ж│░▌├DбAе┤╣q╕▄еh
┼@дh│г╖|л▄▓╙д▀к║└░з┌╕╤иM
м▌╢Eк║о╔н╘бA┼@дhд]│гмOл▄╖┼мXк║
╕Єз┌╗бипнW┼oбI
│o┼¤з┌─▒▒oдг┐∙
┬ўйюд·оM┴┘нn2ж~к║о╔╢б
з╞▒ц▓{жbк║╡hбAеHлсеiеHж│жnк║╡▓кG"
╝┌░▀ий┤╡д·┬х╢Eй╥,"еu░╡┴╚л▄дjк║е═╖N
г╕пыеuж│м▌▒╛╕╣╢Oк║
дг▒╡"
╝┌░▀ий┤╡д·┬х╢Eй╥,"еHлe┼езOдH╗бй▐┤╝╛жл▄╡hл▄еiй╚бA╕gкBд═▒└┬╦┐╜┬хоvбAпuк║┼¤з┌дjзя╞[!
┐╜┬хе═лD▒`╖┼мXд]лD▒`▓╙д▀бAн╚▒o▒└┬╦!
жpд╡з┌д]жbж╣╢iжцд·╛ж┴Bе┐д]з╓2ж~дFбAиCж╕к║ж^╢E│глD▒`┤rз╓бA
д]лD▒`┴┬┴┬┐╜┬хоvйMй╥ж│зU▓zн╠~"
╝┌░▀ий┤╡д·┬х╢Eй╥,┐╜┬хоv=пл┬хбZбZбZ
╝┌░▀ий┤╡д·┬х╢Eй╥,"дг╜╫мO░й░vиьй▐д·бA┐╜┬хоv│гл▄╖╙┼Uиь┴Bе┐к╠к║╖Pи№бI
ж│░▌├D┤геXд]л▄з╓┤Nпр▒oиь╕╤╡кбA
иCд@жьдuз@дHн√│гл▄е╬д▀бAпuд▀▒└┬╦_"
