name,content
,中壢市福星三街的福星牙科 女醫生服務態度粉好 粉細心有耐心 洗牙及補牙的技術感覺不錯 給他洗牙過幾次牙感覺衛生
,三商百貨斜對面有一家叫　群英　的還不錯他那的醫生都還蠻歷害的　你可以參考看看
,我的家人朋友都是在　三商百貨斜對面一家　叫群英的牙科用　我們是覺得還不錯　你參考看看??
,康雅的郭醫生生意太好太忙了~朱醫生只會和護士聊天.....我一顆牙去看了三次還沒好~還會痛到整晚睡不著~
,"中壢康雅的郭醫師很不錯,是植牙的專科醫師,也是dr. wells 聯盟的診所,第一次先繳了30000元左右,等牙齒做完後才付清尾款,總共約75000元左右,實際情況還是要醫師評估您的骨頭條件來決定."
,"康雅郭醫師很不錯,我們的家人全部都是給他看,不過人很多,要事先預約就是了."
,哈囉您好哦 ^^ 個人很推薦 春田牙醫 桃園縣中壢市福州二街416號 我只敢去這家看牙 因為醫生人很好看牙又不會粗魯 :-) 上次我去洗牙竟然一點都不會痛 !! 請您參考 ^^ 參考資料 http://www.freelist.tw/node/519583
,我都是在*精英牙醫*看牙齒的 那個醫生人很好 不會強迫你裝假牙之類的 而且給他看牙齒比較不會害怕 因為他都會幫你慢慢弄 不會一直趕時間的樣子 之前我也是在中壢看了超多間牙科的 最後才找到這間牙醫 現在我都是固定去那_ 所以推薦你去看看~~ 不過要預約喔!! 那裡生意還不錯 可以給你電話 03-4225605 在中壢藝術館對面的轉角~中壢市元化路六四號
,我做牙齒矯正快8個月了.在中壢中美路跟元化路交叉口.叫精英牙醫.一般牙醫星期六沒有看診.可是那一間星期一到星期六都有看診.不過只有一個醫生所以第一次去要等很久喔.我的矯正費用是85000+2000X光片的錢.是我問過最便宜.我ㄝ有裝2個骨釘-(因為我的牙齒是暴牙所以需要裝)骨釘ㄝ沒有多收錢..我已經介紹很多人去那家牙醫... 唯一的缺點是醫生真的很忙- 參考資料 我
,中壢有一家 精英牙科(泰式按摩附近)(招牌藍色的) 我覺得那裡很不錯! 大力推薦 ! 不過通常都會有已經預約的病人 所以要打電話跟醫生預約一下! 其他的我就不知道了~抱歉
,我都是在中壢元化路~藝術館對面的*精英牙醫*弄牙齒的 醫生人很好 又不會亂收價錢 推薦你去給他看看~~它的評價不錯唷! 給你電話~要預約喔!! 03-4225605
,右~~ 介紹一間..白天的妹妹不錯看..(未婚唷) 中壢大時鐘...三商百貨旁邊有一間..牙科診所.. 正確應該是國泰中醫旁邊那間~ 醫生滿有耐心的~~ 診所名稱很像叫煥生吧!! ㄚBEN
,"我也超怕看牙科的 但中壢有一家(中心牙科) 他在中壢大時鐘對面 320桃園縣中壢市中正路179號 TEL:4220268 有一位楊醫師(女) 很溫柔人也很好, 環境也不錯"
,"如果可以接受中壢的話 我介紹 中壢中山路179號的""中心牙科""就在中壢 大時鐘 三商巧福旁 之前做10幾年的假牙牙齦萎縮 每次去洗牙他們都會提醒我 我只回答""會考慮"" 他們便不會在提 包含醫師及助理服務也很輕切 說話都輕聲細語  如有預約她們還會再前一天提醒 連我家兩個怕看牙醫的小朋友都不排斥 設備也齊全 連助理小姐都漂亮 ^o^ (是真的)  就算要做假牙他們也會細心的跟你介 紹各種材質及價格(看了幾年最後我還是做了假牙)  如果單純只是牙醫 這家真的 很不錯  也有健保 如果要做假牙這家品質我也滿意 如果要便宜還是貨比三家不吃虧"
,之前我在中壢唸書，看了幾家牙醫診所，不好的名字忘掉了，可是有家牙醫讓我記憶真的很深，只可惜後來搬走，不然真的很想回去看。 醫生人真的非常溫柔，弄牙齒一點也不痛，也很關心病人的情況，技術不錯，設備等等都還蠻新的，看牙醫的時候還可以有電視可以看。 醫生名字我忘記了，但是位置在中壢火車站過橋，在中原大學的外圍邊。 名字 : 貝多芬牙醫診所 地址 : 320桃園縣中壢市中山東路2段155號 電話 : 03-4363669
,我之前是在中壢一家新生牙醫診所拔的 醫師技術不錯 我的智齒也是長得很歪 雖然不容易拔 但是醫師蠻厲害的 你可以去試試看 在Sogo附近新生路上 好像蠻有名的 應該很好找
,中壢有一家風評很好的牙醫 Sogo附近 新生路301號 新生牙醫診所 醫師人很好 重點是技術非常厲害 只是人很多，第一次去沒預約.......要有耐心等待
,"建議你去中壢新生路301號的新生牙醫診所 ( 在sogo一館旁 ),不管是巫醫生 ( 經驗很豐富,不是巫醫喲 ) 還是沙醫生 ( 女醫師 ) 都很不錯,第一次去是因為家附近的家醫診所推薦. 我家女兒超怕痛的,但是去那兒感覺醫生技巧都還不錯,看完還會 "" 收買人心 "" 給小朋友玩 "" 戳戳樂 "" 換小禮物....還有掛號費大人100,小朋友不知是4歲還是5歲以下只要50元,現在已經很少見了,一般掛號費多為150元吧. 不過看診的病患很多,建議可以還是在上班時間去,不要晚上去. 參考資料 自己的經驗"
,我自己的小朋友在中壢市(內壢)文化路的宏源牙醫看，我覺得蠻不錯的。朋友的小孩在中壢市金陵路的法蒂瑪看也不錯
,有一間牙醫診所覺得還不錯介紹給您!!至善牙醫診所 馬醫師
,我妹的情形跟你一樣也是用補的，已經維持5、6年了，至今都還沒在修補過，可能和醫生使用的材料有關，建議您多問問幾家？有一間牙醫診所覺得還不錯介紹給您!!
,"我推薦中原大學附近的""永潔牙醫"" ""黃義方""醫師 我前一陣子抽神經就是給他抽的 基本上會痛她都會幫你打麻醉針 打完麻醉針還是會痛的話 跟他說 他會等幾分鐘 等麻醉針發揮作用他才會繼續用牙齒 你有什麼需求跟他說 他都會依照你想法去做 但有時候他會建議你怎樣做會比較好 我來來回回去了五次 這期間牙齒都沒發炎 也不會痛 還有他要預約 沒預約的話要等很久 然後他晚上沒上班 假日也沒有 (我映象中) 我個人覺得很好 但每個人喜好不一定 我建議你去一次看看 不喜歡就別再去啦"
,我覺得中原大學附近有一家永潔我覺得還不錯唷！！
,我覺得永潔..點點點.......
,"曾經在中原大學附近.中原大學後面方向往中壢市區地下道旁.有一家""永潔""我曾經在那家看過還不錯"
,"新中北路有個""永潔""牙醫,設備一流,服務態度也不錯,而且去的人很多(多到預約) 我之前拔牙也在那裡拔的,還不錯很建議去 參考資料 中原學生"
,"我覺得位於中原大學附近的永傑牙醫很不錯,不論是在植牙或矯正都不錯,服務好又夠專業!!"
,"我自己門牙斷掉 所以這方便我略有了解! 你去中原大學男生宿舍出來一直直走 你會看到一家""永潔牙醫"" 這家醫療團隊很多 設備齊全 加上依生人都很好 我今天去做根管治療(做過的都知道 醫師要是冷血一點 病人不痛死才有鬼) 我覺得很棒 還有阿! 我之前健保卡不能用 只好用壓金的 過了3個禮拜了 (我想說都過1個禮拜多了 前應該是不會退了) 沒想到居然退給我! 店門口的護士也蠻親切的 醫師也都很認真! (上次我去看醫生 剛好我的主治醫生不在 後來一位醫師 他大約跟我聊了1個小時 就是告訴我一些裝假牙的資訊 !! 感覺對病人真的很貼心) "
,新中北路的 永潔牙醫 也是不錯.. 二間都在中原大學附近... 天漸黑 心不想睡 點點星光 靜靜躺在黑夜 你曾說 在你心中 我是你唯一的夢 夢開始飛翔 在每一個晚上 心也會靜靜停在想你的地方 夢開始飛翔 飛翔在你如夢的晚上
,後來去永潔看楊醫師 態度不錯 拿ㄍ探針態度也很輕 她說如要換ㄍ牙套如果牙根好也不強迫一定要搭釘子 即使要重作也能甘心接受 我推~
,"我覺得中原大學附近的永潔牙醫很不錯喔!!我去過那_好幾次,醫生人很好又很有醫德,環境也很乾淨!!"
,"精誠牙醫王啟中醫師不錯喔 在中壢中正路343號,NOVA附近"
,"推薦您~ 中壢市中正路上(靠近NOVA)精誠牙醫, 王醫師專業細心,是最多人排隊的一位醫師! 也是我們全家的牙醫師... 參考資料 自身經驗"
,"我以前住內壢,環中黃昏市場後面巷子有個鼎新牙醫,一個老經驗牙醫還不錯喔 十年前我就在那治療了,個人是覺得有技術有品.台大碩士喔.. 不過他病人已經很多,預約人不斷 . 這幾年搬到中壢,樓上有人說的可能我會去看看,當然會有其他好的牙醫. 但我知道廣告很多的不見得好.."
,"各位大大您好，我本身牙齒狀況很糟 一直到現在為止牙齒的狀況已經到必須面對的時候 我本身非常怕痛，希望可以推薦溫柔且為病患著想有耐心的牙醫師 因為念書的關係，所以必須在中壢用牙齒 我搜尋過文章，也去過""冠眾""牙醫診所看過 但是院長給我感覺很粗魯，讓我很不放心也很不安將牙齒交給他，當然，這是我個人感覺，並沒抨擊的意思。"
,冠眾牙醫診所是人人誇獎的喔!你可以去請黃醫師幫你看看，他都星期五駐診 桃園縣中壢市元化路34號　TEL：(03)427-6007　 http://www.dentalace.com.tw/index.htm 看診時間： 早上九點至十二點 下午二點半至六點 晚上六點半至十點 週一至週六全日看診 【診所理念】 藝廊高級餐廳的設計風格 使患者釋放壓力的看診環境 　　一般人想到「看牙齒」，腦中便浮現嗡嗡作響的「電鑽聲」，看牙齒彷如夢魘「冠眾牙醫診所」將徹底改變您對牙科的認識及重建您看牙的經驗！！ 　　元化路上一棟三層樓的美麗建築，讓人誤以為是高級西餐廳，走進診所大門，空氣中瀰漫的咖啡香及爵士樂，已釋放您一天的工作壓力。櫃臺美麗專業的護士親切詢問您的病史，讓人感覺診所醫師們對患者的關心絕對不止於口腔。 　　如果您是第一次來到「冠眾牙醫診所」或未預先約診，這裡雅致的候診環境及豐富的雜誌期刊、大螢幕電漿電視、古典流行音樂及免費的香醇咖啡，亦可以讓您放鬆心情，彷彿置身閱讀咖啡館，享受短暫悠閒時光。如果您是熱衷牙科專業知識的人，這裡互動式液晶電腦，亦提供豐富的內容，讓您對牙科的疾病及治療流程有更深的認識。 最先進的醫療儀器設備 提供患者最完善的醫療服務 　　「冠眾牙醫診所」院長何燦堯醫師以留學海外及經營多家牙醫診所的豐富經驗，深知患者的需求及醫療儀器設備的重要性，因此，購置最新科技的全數位Ｘ光系統，在低輻射， 零污染，即時性，準確性的高水準診斷系統下，不論在植牙或牙周病的治療上，使患者享受最高品質的醫療服務。 　我們不僅重視牙齒的健康，我們與您一樣在意您牙齒的美觀與亮麗的笑容，因此，「冠眾牙醫診所」亦引進最新 牙齒冷光美白設備，讓您以最少的花費使牙齒達到最好的美白效果，展現燦爛自信的笑容，為您的人際關係再加分。 　　除了擁有最新最好的醫療設備外，我們的看診環境亦相當重視患者的隱私，除擁有VIP休息室可無限上網外，更有獨立舒適的看診空間，患者毋須擔心看牙時的窘態被他人看見，即使朋友陪同前來也毋須擔心。 專業醫療團隊 專科醫師看診 　　本診所院長何燦堯醫師有多年行醫經驗，曾經營多家診所，總以病人的口耳相傳建立最好口碑，何醫師不僅專精於人工植牙、牙周手術、口腔外科手術，對於假牙的製作更是出神入化，於診所開幕後，總有患者因親友介紹，不畏路途遙遠慕名前來看診，甚至有留學生趁寒假回國請何醫師為其進行人工植牙手術呢！ 　　本診所更力邀擁有齒顎矯正專科的黃昱霖醫師一同駐診，提供成人及兒童最專業的牙齒矯正門診服務。黃醫師擁有台大齒顎矯正專科的碩士學位外，更為台大醫學院齒顎矯正專科的專任醫師，擁有豐富實務經驗，因黃醫師高超的矯正技術，而恢復美麗外觀的病患不計其數。 美麗親切的賴麗文醫師，曾擔任省立桃園醫院主治醫師，除曾出國研修人工植牙課程，對於人工植牙手術有豐富經驗外，對於口腔外科及兒童牙科精湛的專業技術，不論醫師或病患間，早已建立良好口碑。 重視無菌觀念 器械徹底消毒 杜絕任何感染 　　我們相當重視器械的消毒及個人衛生，除醫護人員全面配戴口罩、採用拋棄式用具外，其他器械一定以高溫高壓鍋消毒滅菌，即時是治療椅我們也以酒精擦拭消毒，毋須擔心接觸到其他患者所碰觸過的台面或治療椅，即使是SARS來襲也不必擔心！ 預防重於治療 提供專業衛教 定期舉辦講座 　　我們除重視您口腔健康外，您口腔的衛生及口氣的清 新，都是我們每次看診時所關心的，因為良好口腔清潔習慣可以免於牙齒的治療。因此每次看診時，都請您帶著牙刷，我們的衛教護士會為您染上牙菌斑顯示劑，親切耐心地指導您正確的刷牙方法。 　　我們的醫療團隊除擁有專精的技術外，更是教學及演講的高手，我們會在診所三樓視訊會議中心定期舉辦有關口腔知識的演講活動，提供許多治療成功的案例為您解說，讓您對口腔疾病及治療方法，有更深入的瞭解，經常參與我們的演講活動，您也會成為預防口腔疾病的專家喔！ 參考資料 http://www.dentalace.com.tw/index.htm
